journal_title,issn,e_issn,twitter,ahci,ssci,scie,has_twitter,wos_scie,wos_ssci,wos_ahci,publisher_name,account_created_date
acta ichthyologica et piscatoria,0137-1592,1734-1515,NA,0,0,1,0,Fisheries | Zoology,NA,NA,PENSOFT PUBLISHERS,NA
acta informatica,0001-5903,1432-0525,NA,0,0,1,0,"Computer Science, Information Systems",NA,NA,SPRINGER,NA
acta koreana,1520-7412,NA,NA,1,0,0,0,NA,NA,Asian Studies,ACADEMIA KOREANA KEIMYUNG UNIV,NA
acta linguistica academica,2559-8201,2560-1016,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,AKADEMIAI KIADO ZRT,NA
acta linguistica academica,2559-8201,2560-1016,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,AKADEMIAI KIADO ZRT,NA
acta literaria,0717-6848,0717-6848,NA,1,0,0,0,NA,NA,"Literature, Romance","UNIV CONCEPCION, FAC HUMANIDADES ARTE",NA
acta materialia,1359-6454,1873-2453,Acta_Materialia,0,0,1,1,"Materials Science, Multidisciplinary | Metallurgy & Metallurgical Engineering",NA,NA,PERGAMON-ELSEVIER SCIENCE LTD,2/14/2016
acta mathematica,0001-5962,1871-2509,NA,0,0,1,0,Mathematics,NA,NA,"INT PRESS BOSTON, INC",NA
acta mathematica hungarica,0236-5294,1588-2632,NA,0,0,1,0,Mathematics,NA,NA,SPRINGER,NA
acta mathematica scientia,0252-9602,1572-9087,NA,0,0,1,0,Mathematics,NA,NA,SPRINGER,NA
acta mathematica sinica-english series,1439-8516,1439-7617,NA,0,0,1,0,"Mathematics, Applied | Mathematics",NA,NA,SPRINGER HEIDELBERG,NA
acta mathematicae applicatae sinica-english series,0168-9673,1618-3932,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SPRINGER HEIDELBERG,NA
acta mechanica,0001-5970,1619-6937,NA,0,0,1,0,Mechanics,NA,NA,SPRINGER WIEN,NA
acta mechanica sinica,0567-7718,1614-3116,NA,0,0,1,0,"Engineering, Mechanical | Mechanics",NA,NA,SPRINGER HEIDELBERG,NA
acta mechanica solida sinica,0894-9166,1860-2134,NA,0,0,1,0,"Materials Science, Multidisciplinary | Mechanics",NA,NA,SPRINGER,NA
acta medica mediterranea,0393-6384,2283-9720,NA,0,0,1,0,"Medicine, General & Internal",NA,NA,CARBONE EDITORE,NA
acta medica okayama,0386-300X,0386-300X,NA,0,0,1,0,"Medicine, Research & Experimental",NA,NA,OKAYAMA UNIV MED SCHOOL,NA
acta medica portuguesa,1646-0758,1646-0758,ActaMedPort,0,0,1,1,"Medicine, General & Internal",NA,NA,ORDEM MEDICOS,8/31/2012
acta metallurgica sinica,0412-1961,NA,NA,0,0,1,0,Metallurgy & Metallurgical Engineering,NA,NA,SCIENCE PRESS,NA
acta metallurgica sinica-english letters,1006-7191,2194-1289,NA,0,0,1,0,Metallurgy & Metallurgical Engineering,NA,NA,"CHINESE ACAD SCIENCES, INST METAL RESEARCH",NA
acta microbiologica et immunologica hungarica,1217-8950,1588-2640,NA,0,0,1,0,Immunology | Microbiology,NA,NA,AKADEMIAI KIADO ZRT,NA
acta montanistica slovaca,1335-1788,1335-1788,NA,0,0,1,0,"Geosciences, Multidisciplinary | Mining & Mineral Processing",NA,NA,BERG FAC TECHNICAL UNIV KOSICE,NA
acta musicologica,0001-6241,NA,NA,1,0,0,0,NA,NA,Music,INT MUSICOLOGICAL SOC,NA
acta naturae,2075-8251,2075-8251,NA,0,0,1,0,Cell Biology,NA,NA,RUSSIAN FEDERATION AGENCY SCIENCE & INNOVATION,NA
acta neurobiologiae experimentalis,0065-1400,1689-0035,NA,0,0,1,0,Neurosciences,NA,NA,NENCKI INST EXPERIMENTAL BIOLOGY,NA
acta neurochirurgica,0001-6268,0942-0940,ActaNeuro,0,0,1,1,Clinical Neurology | Surgery,NA,NA,SPRINGER WIEN,4/10/2019
acta neurologica belgica,0300-9009,2240-2993,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,SPRINGER HEIDELBERG,NA
acta neurologica scandinavica,0001-6314,1600-0404,NA,0,0,1,0,Clinical Neurology,NA,NA,WILEY,NA
acta neuropathologica,0001-6322,1432-0533,NA,0,0,1,0,Clinical Neurology | Neurosciences | Pathology,NA,NA,SPRINGER,NA
acta neuropathologica communications,2051-5960,2051-5960,NA,0,0,1,0,Neurosciences,NA,NA,BMC,NA
acta neuropsychiatrica,1601-5215,1601-5215,scnpjournal,0,0,1,1,Neurosciences | Psychiatry,NA,NA,CAMBRIDGE UNIV PRESS,8/26/2015
acta numerica,0962-4929,1474-0508,NA,0,0,1,0,Mathematics,NA,NA,CAMBRIDGE UNIV PRESS,NA
acta obstetricia et gynecologica scandinavica,0001-6349,1600-0412,AOGS_tweets,0,0,1,1,Obstetrics & Gynecology,NA,NA,WILEY,10/7/2014
acta oceanologica sinica,0253-505X,1869-1099,NA,0,0,1,0,Oceanography,NA,NA,SPRINGER,NA
acta odontologica scandinavica,0001-6357,1502-3850,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine",NA,NA,TAYLOR & FRANCIS LTD,NA
acta oecologica-international journal of ecology,1146-609X,1873-6238,NA,0,0,1,0,Ecology,NA,NA,ELSEVIER,NA
acta oeconomica,0001-6373,1588-2659,NA,0,1,0,0,NA,Economics,NA,AKADEMIAI KIADO ZRT,NA
acta of bioengineering and biomechanics,1509-409X,1509-409X,NA,0,0,1,0,"Biophysics | Engineering, Biomedical",NA,NA,"WROCLAW UNIV TECHNOLOGY, FAC COMPUTER SCIENCE & MANAGEMENT",NA
acta oncologica,0284-186X,1651-226X,actaoncol,0,0,1,1,Oncology,NA,NA,TAYLOR & FRANCIS LTD,6/16/2020
acta ophthalmologica,1755-375X,1755-3768,ActaOphthalmol,0,0,1,1,Ophthalmology,NA,NA,WILEY,NA
acta orientalia academiae scientiarum hungaricae,1588-2667,0001-6446,NA,1,0,0,0,NA,NA,History | Asian Studies,AKADEMIAI KIADO ZRT,NA
acta ornithologica,0001-6454,1734-8471,actaorn,0,0,1,1,Ornithology,NA,NA,MUSEUM & INST ZOOLOGY,11/14/2019
acta orthopaedica,1745-3674,1745-3682,ActaOrt,0,0,1,1,Orthopedics,NA,NA,TAYLOR & FRANCIS LTD,12/5/2017
acta orthopaedica belgica,0001-6462,0001-6462,NA,0,0,1,0,Orthopedics,NA,NA,ACTA MEDICA BELGICA,NA
acta orthopaedica et traumatologica turcica,1017-995X,1017-995X,NA,0,0,1,0,Orthopedics,NA,NA,TURKISH ASSOC ORTHOPAEDICS TRAUMATOLOGY,NA
acta ortopedica brasileira,1413-7852,1809-4406,NA,0,0,1,0,Orthopedics,NA,NA,ATHA COMUNICACAO & EDITORA,NA
acta oto-laryngologica,0001-6489,1651-2251,NA,0,0,1,0,Otorhinolaryngology,NA,NA,TAYLOR & FRANCIS LTD,NA
acta otorhinolaryngologica italica,0392-100X,1827-675X,actaitalica,0,0,1,1,Otorhinolaryngology,NA,NA,PACINI EDITORE,1/27/2018
acta paediatrica,0803-5253,1651-2227,ActaPaediatrica,0,0,1,1,Pediatrics,NA,NA,WILEY,3/20/2015
acta palaeontologica polonica,0567-7920,1732-2421,NA,0,0,1,0,Paleontology,NA,NA,INST PALEOBIOLOGII PAN,NA
acta parasitologica,1230-2821,1896-1851,NA,0,0,1,0,Parasitology | Veterinary Sciences | Zoology,NA,NA,SPRINGER INT PUBL AG,NA
acta paulista de enfermagem,0103-2100,1982-0194,ActaPaulEnferm,0,1,1,1,Nursing,Nursing,NA,"UNIV FED SAO PAULO, DEPT ENFERMAGEN",11/9/2012
acta paulista de enfermagem,0103-2100,1982-0194,ActaPaulEnferm,0,1,1,1,Nursing,Nursing,NA,"UNIV FED SAO PAULO, DEPT ENFERMAGEN",11/9/2012
acta petrologica sinica,1000-0569,2095-8927,NA,0,0,1,0,Geology,NA,NA,SCIENCE PRESS,NA
acta pharmaceutica,1330-0075,1846-9558,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,SCIENDO,NA
acta pharmaceutica sinica b,2211-3835,2211-3843,ActaPharmSinB,0,0,1,1,Pharmacology & Pharmacy,NA,NA,"INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES",6/2/2020
acta pharmacologica sinica,1671-4083,1745-7254,NA,0,0,1,0,"Chemistry, Multidisciplinary | Pharmacology & Pharmacy",NA,NA,NATURE PUBL GROUP,NA
acta philosophica,1121-2179,1825-6562,NA,1,0,0,0,NA,NA,Philosophy,FABRIZIO SERRA EDITORE,NA
acta physica polonica a,0587-4246,1898-794X,NA,0,0,1,0,"Physics, Multidisciplinary",NA,NA,POLISH ACAD SCIENCES INST PHYSICS,NA
acta physica polonica b,0587-4254,1509-5770,NA,0,0,1,0,"Physics, Multidisciplinary",NA,NA,JAGIELLONIAN UNIV PRESS,NA
acta physica sinica,1000-3290,NA,NA,0,0,1,0,"Physics, Multidisciplinary",NA,NA,CHINESE PHYSICAL SOC,NA
acta physica slovaca,0323-0465,1336-040X,NA,0,0,1,0,"Physics, Multidisciplinary",NA,NA,SLOVAK ACAD SCIENCES INST PHYSICS,NA
acta physico-chimica sinica,1000-6818,NA,NA,0,0,1,0,"Chemistry, Physical",NA,NA,PEKING UNIV PRESS,NA
acta physiologiae plantarum,0137-5881,1861-1664,NA,0,0,1,0,Plant Sciences,NA,NA,SPRINGER HEIDELBERG,NA
acta physiologica,1748-1708,1748-1716,ActaPhysiol,0,0,1,1,Physiology,NA,NA,WILEY,8/14/2015
acta phytotaxonomica et geobotanica,1346-7565,2189-7042,NA,0,0,1,0,Plant Sciences,NA,NA,"JAPANESE SOC PLANT SYSTEMATICS, UNIV TOKYO, GRADUATE SCH",NA
acta politica,0001-6810,1741-1416,ActaPolitica,0,1,0,1,NA,Political Science,NA,PALGRAVE MACMILLAN LTD,8/25/2021
acta poloniae historica,0001-6829,0001-6829,NA,1,0,0,0,NA,NA,History,INST HISTORY- PAN,NA
acta poloniae pharmaceutica,0001-6837,2353-5288,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,POLSKIE TOWARZYSTWO FARMACEUTYCZNE,NA
acta polymerica sinica,1000-3304,1000-3304,NA,0,0,1,0,Polymer Science,NA,NA,SCIENCE PRESS,NA
acta polytechnica hungarica,1785-8860,1785-8860,NA,0,0,1,0,"Engineering, Multidisciplinary",NA,NA,BUDAPEST TECH,NA
acta protozoologica,0065-1583,1689-0027,NA,0,0,1,0,Microbiology,NA,NA,"JAGIELLONIAN UNIV, INST ENVIRONMENTAL SCIENCES",NA
acta psychiatrica scandinavica,0001-690X,1600-0447,ActaPsychScand,0,1,1,1,Psychiatry,Psychiatry,NA,WILEY,12/18/2017
acta psychiatrica scandinavica,0001-690X,1600-0447,ActaPsychScand,0,1,1,1,Psychiatry,Psychiatry,NA,WILEY,12/18/2017
acta psychologica,0001-6918,1873-6297,NA,0,1,0,0,NA,"Psychology, Experimental",NA,ELSEVIER,NA
acta radiologica,0284-1851,1600-0455,NA,0,0,1,0,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,SAGE PUBLICATIONS LTD,NA
acta reumatologica portuguesa,0303-464X,0303-464X,NA,0,0,1,0,Rheumatology,NA,NA,PUBLISAUDE-EDICOES MEDICAS LDA,NA
acta scientiae veterinariae,1678-0345,1679-9216,NA,0,0,1,0,Veterinary Sciences,NA,NA,UNIV FED RIO GRANDE DO SUL,NA
acta scientiarum-agronomy,1807-8621,1807-8621,NA,0,0,1,0,Agronomy,NA,NA,"UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO",NA
acta scientiarum-technology,1806-2563,1807-8664,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,"UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO",NA
acta scientiarum polonorum-hortorum cultus,1644-0692,2545-1405,NA,0,0,1,0,Horticulture,NA,NA,UNIV LIFE SCIENCES LUBLIN,NA
acta societatis botanicorum poloniae,0001-6977,2083-9480,actasocbotpol,0,0,1,1,Plant Sciences,NA,NA,POLSKIE TOWARZYSTWO BOTANICZNE,6/24/2016
acta sociologica,0001-6993,1502-3869,ActaSocJournal,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS LTD,2/6/2015
acta theologica,1015-8758,2309-9089,NA,1,0,0,0,NA,NA,Religion,"UNIV FREE STATE, FAC THEOLOGY",NA
acta tropica,0001-706X,1873-6254,NA,0,0,1,0,Parasitology | Tropical Medicine,NA,NA,ELSEVIER,NA
acta veterinaria-beograd,0567-8315,1820-7448,NA,0,0,1,0,Veterinary Sciences,NA,NA,SCIENDO,NA
acta veterinaria brno,0001-7213,1801-7576,NA,0,0,1,0,Veterinary Sciences,NA,NA,VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO,NA
acta veterinaria hungarica,0236-6290,1588-2705,NA,0,0,1,0,Veterinary Sciences,NA,NA,AKADEMIAI KIADO ZRT,NA
acta veterinaria scandinavica,0044-605X,1751-0147,NA,0,0,1,0,Veterinary Sciences,NA,NA,BMC,NA
acta virologica,0001-723X,1336-2305,NA,0,0,1,0,Virology,NA,NA,AEPRESS SRO,NA
acta zoologica,0001-7272,1463-6395,NA,0,0,1,0,Anatomy & Morphology | Zoology,NA,NA,WILEY,NA
acta zoologica academiae scientiarum hungaricae,1217-8837,2064-2474,NA,0,0,1,0,Zoology,NA,NA,HUNGARIAN NATURAL HISTORY MUSEUM,NA
acta zoologica bulgarica,0324-0770,NA,NA,0,0,1,0,Zoology,NA,NA,"INST ZOOLOGY, BAS",NA
actas espanolas de psiquiatria,1139-9287,1578-2735,NA,0,0,1,0,Neurosciences | Psychiatry,NA,NA,JUAN JOSE LOPEZ-IBOR FOUNDATION,NA
actas urologicas espanolas,0210-4806,1699-7980,actasurologicas,0,0,1,1,Urology & Nephrology,NA,NA,ELSEVIER ESPANA,4/28/2015
actes de la recherche en sciences sociales,0335-5322,1955-2564,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary",NA,EDITIONS SEUIL,NA
action research,1476-7503,1741-2617,NA,0,1,0,0,NA,"Management | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS LTD,NA
active learning in higher education,1469-7874,1741-2625,NA,0,1,0,0,NA,Education & Educational Research,NA,SAGE PUBLICATIONS INC,NA
actuators,2076-0825,2076-0825,Actuators_MDPI,0,0,1,1,"Engineering, Mechanical | Instruments & Instrumentation",NA,NA,MDPI,9/27/2017
acupuncture & electro-therapeutics research,0360-1293,2167-9010,NA,0,0,1,0,Integrative & Complementary Medicine | Neurosciences,NA,NA,COGNIZANT COMMUNICATION CORP,NA
acupuncture in medicine,0964-5284,1759-9873,NA,0,0,1,0,Integrative & Complementary Medicine,NA,NA,SAGE PUBLICATIONS LTD,NA
ad hoc & sensor wireless networks,1551-9899,1552-0633,NA,0,0,1,0,"Computer Science, Information Systems | Telecommunications",NA,NA,OLD CITY PUBLISHING INC,NA
ad hoc networks,1570-8705,1570-8713,NA,0,0,1,0,"Computer Science, Information Systems | Telecommunications",NA,NA,ELSEVIER,NA
adalya,1301-2746,NA,NA,1,0,0,0,NA,NA,Archaeology,KOC UNIV SUNA & INAN KIRAC RES CTR MEDITERRANEAN CIVILIZATIONS-AKMED,NA
adansonia,1280-8571,1639-4798,NA,0,0,1,0,Plant Sciences,NA,NA,"PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS",NA
adaptation-the journal of literature on screen studies,1755-0637,1755-0645,NA,1,0,0,0,NA,NA,"Literature | Film, Radio, Television",OXFORD UNIV PRESS,NA
adapted physical activity quarterly,0736-5829,1543-2777,NA,0,0,1,0,Rehabilitation | Sport Sciences,NA,NA,HUMAN KINETICS PUBL INC,NA
adaptive behavior,1059-7123,1741-2633,NA,0,1,1,0,"Computer Science, Artificial Intelligence","Psychology, Experimental | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS LTD,NA
adaptive behavior,1059-7123,1741-2633,NA,0,1,1,0,"Computer Science, Artificial Intelligence","Psychology, Experimental | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS LTD,NA
addiction,0965-2140,1360-0443,AddictionJrnl,0,1,1,1,Substance Abuse | Psychiatry,Substance Abuse | Psychiatry,NA,WILEY,7/14/2009
addiction,0965-2140,1360-0443,AddictionJrnl,0,1,1,1,Substance Abuse | Psychiatry,Substance Abuse | Psychiatry,NA,WILEY,7/14/2009
addiction biology,1355-6215,1369-1600,NA,0,0,1,0,Biochemistry & Molecular Biology | Substance Abuse,NA,NA,WILEY,NA
addiction research & theory,1606-6359,1476-7392,AddictResTheory,0,1,0,1,NA,Substance Abuse | Social Issues,NA,TAYLOR & FRANCIS LTD,7/18/2012
addiction science & clinical practice,1940-0640,1940-0640,NA,0,1,1,0,Substance Abuse,Substance Abuse,NA,BMC,NA
addiction science & clinical practice,1940-0640,1940-0640,NA,0,1,1,0,Substance Abuse,Substance Abuse,NA,BMC,NA
addictive behaviors,0306-4603,1873-6327,NA,0,1,1,0,Substance Abuse,"Substance Abuse | Psychology, Clinical",NA,PERGAMON-ELSEVIER SCIENCE LTD,NA
addictive behaviors,0306-4603,1873-6327,NA,0,1,1,0,Substance Abuse,"Substance Abuse | Psychology, Clinical",NA,PERGAMON-ELSEVIER SCIENCE LTD,NA
additive manufacturing,2214-8604,2214-7810,AdditiveJournal,0,0,1,1,"Engineering, Manufacturing | Materials Science, Multidisciplinary",NA,NA,ELSEVIER,11/13/2020
adicciones,0214-4840,NA,NA,0,1,1,0,Substance Abuse,Substance Abuse,NA,SOCIDROGALCOHOL,NA
adicciones,0214-4840,NA,NA,0,1,1,0,Substance Abuse,Substance Abuse,NA,SOCIDROGALCOHOL,NA
adipocyte,2162-3945,2162-397X,NA,0,0,1,0,Endocrinology & Metabolism,NA,NA,TAYLOR & FRANCIS INC,NA
administration & society,0095-3997,1552-3039,NA,0,1,0,0,NA,Public Administration,NA,SAGE PUBLICATIONS INC,NA
administration and policy in mental health and mental health services research,0894-587X,1573-3289,NA,0,1,0,0,NA,"Health Policy & Services | Public, Environmental & Occupational Health",NA,SPRINGER,NA
administrative law review,0001-8368,2326-9154,AdLawReview,0,1,0,1,NA,Law,NA,"AMER BAR ASSOC, ADMINISTRATIVE LAW & REGULATORY PRACTICE SECTION",11/22/2010
administrative science quarterly,0001-8392,1930-3815,ASQJournal,0,1,0,1,NA,Business | Management,NA,SAGE PUBLICATIONS INC,8/18/2014
adolescent research review,2363-8346,2363-8354,NA,0,1,0,0,NA,"Psychology, Development | Social Sciences, Interdisciplinary",NA,SPRINGER INT PUBL AG,NA
adsorption-journal of the international adsorption society,0929-5607,1572-8757,NA,0,0,1,0,"Chemistry, Physical | Engineering, Chemical",NA,NA,SPRINGER,NA
adsorption science & technology,0263-6174,2048-4038,NA,0,0,1,0,"Chemistry, Applied | Chemistry, Physical | Engineering, Chemical",NA,NA,SAGE PUBLICATIONS INC,NA
adult education quarterly,0741-7136,1552-3047,AEQjournal,0,1,0,1,NA,Education & Educational Research,NA,SAGE PUBLICATIONS INC,3/13/2015
advanced biology,2701-0198,2701-0198,Adv_Biology,0,0,1,1,"Materials Science, Biomaterials",NA,NA,WILEY-V C H VERLAG GMBH,3/26/2019
advanced composite materials,0924-3046,1568-5519,NA,0,0,1,0,"Materials Science, Composites",NA,NA,TAYLOR & FRANCIS LTD,NA
advanced composites and hybrid materials,2522-0128,2522-0136,NA,0,0,1,0,"Nanoscience & Nanotechnology | Materials Science, Composites",NA,NA,SPRINGERNATURE,NA
advanced drug delivery reviews,0169-409X,1872-8294,ADDReditors,0,0,1,1,Pharmacology & Pharmacy,NA,NA,ELSEVIER,5/1/2019
advanced electronic materials,2199-160X,2199-160X,NA,0,0,1,0,"Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Physics, Applied",NA,NA,WILEY,NA
advanced energy materials,1614-6832,1614-6840,NA,0,0,1,0,"Chemistry, Physical | Energy & Fuels | Materials Science, Multidisciplinary | Physics, Applied | Physics, Condensed Matter",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced engineering informatics,1474-0346,1873-5320,NA,0,0,1,0,"Computer Science, Artificial Intelligence | Engineering, Multidisciplinary",NA,NA,ELSEVIER SCI LTD,NA
advanced engineering materials,1438-1656,1527-2648,NA,0,0,1,0,"Materials Science, Multidisciplinary",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced functional materials,1616-301X,1616-3028,NA,0,0,1,0,"Chemistry, Multidisciplinary | Chemistry, Physical | Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Physics, Applied | Physics, Condensed Matter",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced healthcare materials,2192-2640,2192-2659,NA,0,0,1,0,"Engineering, Biomedical | Nanoscience & Nanotechnology | Materials Science, Biomaterials",NA,NA,WILEY,NA
advanced materials,0935-9648,1521-4095,NA,0,0,1,0,"Chemistry, Multidisciplinary | Chemistry, Physical | Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Physics, Applied | Physics, Condensed Matter",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced materials & processes,0882-7958,2161-9425,NA,0,0,1,0,"Materials Science, Multidisciplinary",NA,NA,ASM INT,NA
advanced materials interfaces,2196-7350,2196-7350,NA,0,0,1,0,"Chemistry, Multidisciplinary | Materials Science, Multidisciplinary",NA,NA,WILEY,NA
advanced materials technologies,2365-709X,2365-709X,NA,0,0,1,0,"Materials Science, Multidisciplinary",NA,NA,WILEY,NA
advanced nonlinear studies,1536-1365,2169-0375,NA,0,0,1,0,"Mathematics, Applied | Mathematics",NA,NA,WALTER DE GRUYTER GMBH,NA
advanced optical materials,2195-1071,2195-1071,NA,0,0,1,0,"Materials Science, Multidisciplinary | Optics",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced photonics,2577-5421,2577-5421,NA,0,0,1,0,Optics,NA,NA,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,NA
advanced powder technology,0921-8831,1568-5527,NA,0,0,1,0,"Engineering, Chemical",NA,NA,ELSEVIER,NA
advanced robotics,0169-1864,1568-5535,NA,0,0,1,0,Robotics,NA,NA,TAYLOR & FRANCIS LTD,NA
advanced science,2198-3844,2198-3844,NA,0,0,1,0,"Chemistry, Multidisciplinary | Nanoscience & Nanotechnology | Materials Science, Multidisciplinary",NA,NA,WILEY,NA
advanced steel construction,1816-112X,NA,NA,0,0,1,0,"Construction & Building Technology | Engineering, Civil | Materials Science, Characterization, Testing",NA,NA,HONG KONG INST STEEL CONSTRUCTION,NA
advanced sustainable systems,2366-7486,2366-7486,NA,0,0,1,0,"Green & Sustainable Science & Technology | Materials Science, Multidisciplinary",NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced synthesis & catalysis,1615-4150,1615-4169,AdvSynthCatal,0,0,1,1,"Chemistry, Applied | Chemistry, Organic",NA,NA,WILEY-V C H VERLAG GMBH,10/31/2018
advanced theory and simulations,2513-0390,2513-0390,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,WILEY-V C H VERLAG GMBH,NA
advanced therapeutics,2366-3987,2366-3987,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,WILEY,NA
advancements of microbiology,0079-4252,2545-3149,NA,0,0,1,0,Microbiology,NA,NA,POLSKIE TOWARZYSTWO MIKROBIOLOGOW-POLISH SOCIETY OF MICROBIOLOGISTS,NA
advances in agronomy,0065-2113,2213-6789,NA,0,0,1,0,Agronomy,NA,NA,ELSEVIER ACADEMIC PRESS INC,NA
advances in anatomic pathology,1072-4109,1533-4031,NA,0,0,1,0,Pathology,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
advances in anatomy embryology and cell biology,0301-5556,2192-7065,NA,0,0,1,0,Anatomy & Morphology | Cell Biology,NA,NA,SPRINGER INTERNATIONAL PUBLISHING AG,NA
advances in applied ceramics,1743-6753,1743-6761,NA,0,0,1,0,"Materials Science, Ceramics",NA,NA,TAYLOR & FRANCIS LTD,NA
advances in applied clifford algebras,0188-7009,1661-4909,NA,0,0,1,0,"Mathematics, Applied | Physics, Mathematical",NA,NA,SPRINGER BASEL AG,NA
advances in applied mathematics,0196-8858,1090-2074,NA,0,0,1,0,"Mathematics, Applied",NA,NA,ACADEMIC PRESS INC ELSEVIER SCIENCE,NA
advances in applied mathematics and mechanics,2070-0733,2075-1354,NA,0,0,1,0,"Mathematics, Applied | Mechanics",NA,NA,GLOBAL SCIENCE PRESS,NA
advances in applied mechanics,0065-2156,NA,NA,0,0,1,0,"Engineering, Mechanical | Mechanics",NA,NA,ELSEVIER ACADEMIC PRESS INC,NA
advances in applied microbiology,0065-2164,NA,NA,0,0,1,0,Biotechnology & Applied Microbiology | Microbiology,NA,NA,ELSEVIER ACADEMIC PRESS INC,NA
advances in applied probability,0001-8678,1475-6064,NA,0,0,1,0,Statistics & Probability,NA,NA,APPLIED PROBABILITY TRUST,NA
